abs_word_idx,timestamp_s,packet_num,frame_length,passed_valid
219145,0.027393125,1,250,1
219395,0.027424375,2,250,1
219645,0.027455625,3,250,1
219895,0.027486875,4,250,1
220145,0.027518125,5,250,1
220395,0.027549375,6,250,1
220645,0.027580625,7,250,1
220895,0.027611875,0,250,1
221145,0.027643125,1,250,1
221395,0.027674375,2,250,1
221645,0.027705625,3,250,1
221895,0.027736875,4,250,1
222145,0.027768125,5,250,1
222395,0.027799375,6,250,1
222645,0.027830625,7,250,1
222895,0.027861875,0,250,1
223145,0.027893125,1,250,1
223395,0.027924375,2,248,1
223643,0.027955375,3,250,1
223893,0.027986625,4,250,1
224143,0.028017875,5,250,1
224393,0.028049125,6,250,1
224643,0.028080375,7,250,1
224893,0.028111625,0,250,1
225143,0.028142875,1,250,1
225393,0.028174125,2,250,1
225643,0.028205375,3,250,1
225893,0.028236625,4,250,1
226143,0.028267875,5,250,1
226393,0.028299125,6,250,1
226643,0.028330375,7,250,1
226893,0.028361625,0,250,1
227143,0.028392875,1,250,1
227393,0.028424125,2,250,1
227643,0.028455375,3,250,1
227893,0.028486625,4,250,1
228143,0.028517875,5,248,1
228391,0.028548875,6,250,1
228641,0.028580125,7,250,1
